ID,Year,Title,Authors,Journal,DOI,ADS,arXiv,Research_topic,Subtopic,Asteroid_population,Survey,Telescope,Instrument,Wavelength,Observation_type,Data_type,Sample_size,Method,Algorithm,Software,Main_question,Key_result,Innovation,Limitation,Dataset_public,Code_public,Verification_record,Review_priority,Notes,Input_Level,Output_Level,Pipeline_Stage
AST-055,2015,"Systematic Ranging and Late Warning Asteroid Impacts","Farnocchia D; Chesley SR; Micheli M",Icarus,10.1016/j.icarus.2015.05.032,,1504.00025,"Orbit determination;Impact monitoring",Systematic ranging,NEO,,,,optical,,"Short-arc astrometry","Late-warning examples","Raster scan of range and range rate",Systematic ranging,,"How can a newly discovered short arc be assessed for near-term impact risk?","Maps observation-error probability into orbital and impact probabilities.","Operationally focused scan of poorly constrained range dimensions.","Results are sensitive to astrometry, error model and follow-up availability.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Use in impact-monitoring box.",Short observational arc,"Orbit posterior / impact probability","Initial orbit determination;impact monitoring"
AST-056,2016,"The Atmospheric Impact Trajectory of Asteroid 2014 AA","Farnocchia D; Chesley SR; Brown PG; Chodas PW",Icarus,10.1016/j.icarus.2016.02.056,,1601.03339,"Orbit determination;Impact monitoring",2014 AA case study,NEO,Catalina Sky Survey,,,optical;infrasound,,"Astrometry plus infrasound","Seven observations over 69 minutes plus infrasound","Joint least-squares orbit estimation",,,"How can a pre-impact short arc be constrained after atmospheric entry?","Combines optical astrometry and infrasound to substantially reduce trajectory uncertainty.","Real impactor case joining discovery observations to independent geophysical constraints.","Single exceptional case; constraints unavailable for most discoveries.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"2014 AA was discovered about 21 hours before impact.",Short arc plus infrasound,"Refined trajectory and impact location","Orbit refinement;impact monitoring"
AST-057,2018,"HelioLinC: A Novel Approach to the Minor Planet Linking Problem","Holman MJ; Payne MJ; Blankley P; Janssen R; Kuindersma S","Astronomical Journal",10.3847/1538-3881/aad69a,,1805.02638,"Linking",Heliocentric linking,"Minor planets",MPC,,,optical,,"Isolated tracklets","MPC Isolated Tracklet File","Heliocentric transformation and propagation",HelioLinC,,"Can multi-night tracklets be linked without cubic scaling?","Reports O(N log N) scaling and about 41000 newly established minor-planet orbits.","Clusters transformed tracklets at a common epoch.","Completeness depends on trial orbit coverage and linking thresholds.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"arXiv preprint title: Finding Asteroids Down the Back of the Couch.",Tracklets,"Linked tracks / candidate orbits","Inter-night linking"
AST-058,2018,"Short Arc Orbit Determination and Imminent Impactors in the Gaia Era","Spoto F; Del Vigna A; Milani A; et al.","Astronomy and Astrophysics",10.1051/0004-6361/201732104,,1801.04004,"Orbit determination;Impact monitoring",Systematic ranging,"Short-arc asteroids;imminent impactors",Gaia,,,optical,,"Short-arc astrometry","Past impactors and Gaia cases","Admissible-region raster scan",Systematic ranging,,"How can systematic ranging support short arcs and imminent-impactor assessment?","Tests probability calculations on 2008 TC3 2014 AA and Gaia-observed objects.","Open implementation-oriented extension to Gaia-era astrometry.","Short arcs remain intrinsically degenerate without additional observations.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Use alongside Farnocchia 2015, not as an independent detection pipeline.",Short observational arc,"Orbit posterior / short-term impact probability","Initial orbit determination;impact monitoring"
AST-059,2022,"Discovering Faint and High Apparent Motion Rate Near-Earth Asteroids Using a Deep Learning Program","Wang F; Ge J; Willis K","Monthly Notices of the Royal Astronomical Society",10.1093/mnras/stac2347,,2208.09098,"Detection;Machine learning",Fast faint streak detection,NEO,ZTF,,,optical,,"Science reference and difference-image cutouts","Four ZTF nights in 2019","Convolutional neural network",Deep learning;streak detection,,"Can a neural network recover faint high-rate NEO streaks?","Reports six previously undiscovered asteroids in the searched ZTF data.","Uses simulated streaks and multi-image cutouts in a full candidate pipeline.","Performance beyond its simulated training and four-night test set requires validation.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Candidate generation/filtering, not orbit determination.",Image cutouts,"Asteroid-streak candidates","Source detection;candidate filtering"
AST-060,2025,"Survey-Wide Asteroid Discovery with a High-Performance Computing Enabled Non-Linear Digital Tracking Framework","Golovich N; Steil T; Geringer-Sameth A; et al.","Astronomy and Computing",10.1016/j.ascom.2025.100987,,2503.08854,"Detection;Digital tracking",Non-linear digital tracking,"NEOs;main-belt objects;KBOs",Rubin/LSST-targeted,,,optical,,"Sparse survey images","Demonstration experiments","Orbit-conditioned shift warp and coadd",Non-linear digital tracking;HPC,,"Can survey-wide non-linear trajectories be coadded to reveal much fainter moving objects?","Demonstrates a high-performance framework for combining sparse observations along curved orbital paths.","Extends digital tracking beyond short linear motion to survey-scale orbital curvature.","Heavy computational cost and survey-scale completeness remain to be demonstrated.",unknown,unknown,"DOI and arXiv checked 2026-09-08",B,"Emerging-method record; avoid treating projected gains as established survey yield.",Sparse images / candidate orbit,"Coadded detection candidates","Emerging methods"
AST-061,2013,"The Potential of Sparse Photometric Data in Asteroid Shape Modeling","Hanuš J; Ďurech J","Astronomy and Astrophysics",10.1051/0004-6361/201220701,,1301.7205,"Rotation;Shape inversion",Sparse photometry,"Main-belt asteroids",Catalina Sky Survey,,,optical,,"Sparse photometry","CSS observations and control sample","Lightcurve inversion",Convex inversion,,"When can sparse survey photometry yield a unique shape and spin solution?","Derives unique models for a subset of control objects and documents reliability limits.","Direct validation of sparse-only models against independently derived solutions.","Works only for a selective subset with adequate geometry and amplitude.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Core evidence for sparse-data selection criteria.",Sparse photometry,"Shape and spin-state models","Photometric inversion"
AST-062,2015,"Asteroid Light Curves from the Palomar Transient Factory Survey: Rotation Periods and Phase Functions from Sparse Photometry","Waszczak A; Chang CK; Ofek EO; et al.","Astronomical Journal",10.1088/0004-6256/150/3/75,,1504.04041,"Photometry;Rotation;Phase function",Survey lightcurves,"Main-belt asteroids",PTF,"P48 Samuel Oschin",Mosaic CCD,optical,,"Time-series photometry","54296 lightcurves","Joint rotation and phase-function fitting",Period search;reliability classifier,,"How reliably can sparse single-opposition survey lightcurves yield periods and phase parameters?","Reports 9033 reliable fitted lightcurves after reference-based reliability assessment.","Combines physical fitting with a learned reliability screen.","Period reliability varies strongly with amplitude magnitude and sampling.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Bridge from lightcurve extraction to validated population inference.",Sparse time-series photometry,"Period and phase-function estimates","Photometric inference"
AST-063,2018,"Reconstruction of Asteroid Spin States from Gaia DR2 Photometry","Ďurech J; Hanuš J","Astronomy and Astrophysics",10.1051/0004-6361/201834007,,1810.04485,"Rotation;Gaia",Sparse Gaia inversion,"Asteroids",Gaia,,,optical,,"Sparse epoch photometry","Gaia DR2 sample","Convex inversion plus triaxial ellipsoid period search",Lightcurve inversion,,"What spin-state information can Gaia DR2 sparse photometry recover?","Compares Gaia-derived periods with dense-lightcurve results and identifies reliable solutions.","Establishes a scalable Gaia-era inversion workflow with external validation.","Sparse cadence yields aliases and requires stringent solution screening.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Precursor to Gaia DR3 population-scale inversion.",Gaia epoch photometry,"Rotation periods and spin states","Photometric inference"
AST-064,2018,"Asteroid Models Reconstructed from the Lowell Photometric Database and WISE Data","Alí-Lagoa V; Ďurech J; Hanus J; et al.",Icarus,10.1016/j.icarus.2017.07.005,,,"Shape inversion;Thermophysics",Optical plus thermal inversion,"Asteroids",Lowell;WISE,,,optical;infrared,,"Sparse optical and thermal lightcurves","Lowell and WISE data","Combined inversion",Convex shape;thermophysical modeling,,"Can optical sparse photometry and thermal lightcurves jointly constrain asteroid models?","Demonstrates joint reconstruction using survey archives with complementary wavelengths.","Connects visible-light inversion to thermal constraints.","Model quality remains limited by sparse geometry and photometric systematics.",yes,unknown,"DOI checked 2026-09-08",B,"Use in the multi-data inversion subsection.",Optical and infrared lightcurves,"Shape spin and thermal model","Joint physical inversion"
AST-065,2025,"Asteroid Shape Inversion with Light Curves Using Deep Learning","Tang Y; Ying C; Xia C; et al.","Astronomy and Astrophysics",10.1051/0004-6361/202452058,,2502.16455,"Shape inversion;Machine learning",Deep-learning inversion,"Asteroids",Lowell Observatory,,,optical,,"Lightcurves and observing geometry","Synthetic training plus two observational examples","Deep neural network",Point-cloud shape representation,,"Can a learned mapping recover convex shape information from lightcurves?","Reports validation on synthetic data and two Lowell-observed asteroids.","Explores direct learned inversion and concavity prediction.","Limited observational validation and training-domain transfer remain open.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Emerging method; compare against physics-based inversion on common tests.",Lightcurves and geometry,"Predicted convex shape / concavity","Emerging methods"
